@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Qatar,9/10/2021,234362,126,154.571,604,0,0.286,79972.728,42.996,52.745,206.106,0,0.097,0.82,?,?,?,?,?,?,?,?,1734728,25952,591.951,8.856,26090,8.903,?,?,'tests performed'
Qatar,9/11/2021,234509,147,153.143,604,0,0.286,80022.89,50.162,52.258,206.106,0,0.097,0.86,?,?,?,?,?,?,?,?,1758932,24204,600.211,8.259,25753,8.788,?,?,'tests performed'
Qatar,9/12/2021,234642,133,153.571,604,0,0.286,80068.274,45.384,52.404,206.106,0,0.097,0.86,?,?,?,?,?,?,?,?,1782133,23201,608.128,7.917,25894,8.836,?,?,'tests performed'
Qatar,9/13/2021,234773,131,145.286,604,0,0.143,80112.976,44.702,49.577,206.106,0,0.049,0.82,?,?,?,?,?,?,?,?,1806506,24373,616.445,8.317,25409,8.67,?,?,'tests performed'
Qatar,9/14/2021,234895,122,138.143,604,0,0,80154.607,41.631,47.139,206.106,0,0,0.82,?,?,?,?,?,?,?,?,1831569,25063,624.997,8.552,25131,8.576,?,?,'tests performed'
Qatar,9/15/2021,235054,159,137.286,604,0,0,80208.864,54.257,46.847,206.106,0,0,0.86,?,?,?,?,?,?,?,?,1856661,25092,633.559,8.562,24850,8.48,?,?,'tests performed'
Qatar,9/16/2021,235187,133,135.857,604,0,0,80254.248,45.384,46.359,206.106,0,0,0.84,?,?,?,?,?,?,?,?,1881209,24548,641.936,8.377,24633,8.406,?,?,'tests performed'
Qatar,9/17/2021,235304,117,134.571,604,0,0,80294.173,39.925,45.921,206.106,0,0,0.82,?,?,?,?,?,?,?,?,1902159,20950,649.085,7.149,23919,8.162,?,?,'tests performed'
Qatar,9/18/2021,235386,82,125.286,604,0,0,80322.154,27.981,42.752,206.106,0,0,0.8,?,?,?,?,?,?,?,?,1923718,21559,656.442,7.357,23541,8.033,?,?,'tests performed'
Qatar,9/19/2021,235487,101,120.714,604,0,0,80356.619,34.465,41.192,206.106,0,0,0.86,?,?,?,?,?,?,?,?,1946567,22849,664.239,7.797,23491,8.016,?,?,'tests performed'
Qatar,9/20/2021,235626,139,121.857,604,0,0,80404.051,47.432,41.582,206.106,0,0,0.92,?,?,?,?,?,?,?,?,1968698,22131,671.79,7.552,23170,7.906,?,?,'tests performed'
Qatar,9/21/2021,235769,143,124.857,604,0,0,80452.847,48.797,42.606,206.106,0,0,0.94,?,?,?,?,?,?,?,?,1993442,24744,680.234,8.444,23125,7.891,?,?,'tests performed'
Qatar,9/22/2021,235907,138,121.857,604,0,0,80499.938,47.091,41.582,206.106,0,0,0.91,?,?,?,?,?,?,?,?,2017112,23670,688.311,8.077,22922,7.822,?,?,'tests performed'
Qatar,9/23/2021,236016,109,118.429,604,0,0,80537.133,37.195,40.412,206.106,0,0,0.86,?,?,?,?,?,?,?,?,2040551,23439,696.309,7.998,22763,7.768,?,?,'tests performed'
Qatar,9/24/2021,236123,107,117,604,0,0,80573.645,36.512,39.925,206.106,0,0,0.84,?,?,?,?,?,?,?,?,2063391,22840,704.103,7.794,23033,7.86,?,?,'tests performed'
Qatar,9/25/2021,236231,108,120.714,604,0,0,80610.498,36.853,41.192,206.106,0,0,0.82,?,?,?,?,?,?,?,?,2084694,21303,711.372,7.269,22997,7.847,?,?,'tests performed'
Qatar,9/26/2021,236298,67,115.857,605,1,0.143,80633.361,22.863,39.535,206.448,0.341,0.049,0.76,?,?,?,?,?,?,?,?,2107227,22533,719.062,7.689,22951,7.832,?,?,'tests performed'
Qatar,9/27/2021,236388,90,108.857,605,0,0.143,80664.072,30.711,37.146,206.448,0,0.049,0.75,?,?,?,?,?,?,?,?,2129996,22769,726.831,7.77,23043,7.863,?,?,'tests performed'
Qatar,9/28/2021,236482,94,101.857,605,0,0.143,80696.149,32.076,34.757,206.448,0,0.049,0.75,?,?,?,?,?,?,?,?,2153033,23037,734.692,7.861,22799,7.78,?,?,'tests performed'
Qatar,9/29/2021,236558,76,93,605,0,0.143,80722.082,25.934,31.735,206.448,0,0.049,0.74,?,?,?,?,?,?,?,?,2179587,26554,743.753,9.061,23211,7.92,?,?,'tests performed'
Qatar,9/30/2021,236643,85,89.571,606,1,0.286,80751.088,29.005,30.565,206.789,0.341,0.097,0.8,?,?,?,?,?,?,?,?,2203607,24020,751.95,8.196,23294,7.949,?,?,'tests performed'
Qatar,10/1/2021,236735,92,87.429,606,0,0.286,80782.481,31.394,29.834,206.789,0,0.097,0.87,?,?,?,?,?,?,?,?,2227148,23541,759.983,8.033,23394,7.983,?,?,'tests performed'
Qatar,10/2/2021,236834,99,86.143,606,0,0.286,80816.264,33.782,29.395,206.789,0,0.097,0.9,?,?,?,?,?,?,?,?,2249753,22605,767.696,7.714,23580,8.046,?,?,'tests performed'
Qatar,10/3/2021,236913,79,87.857,606,0,0.143,80843.221,26.958,29.98,206.789,0,0.049,0.86,?,?,?,?,?,?,?,?,2274150,24397,776.022,8.325,23846,8.137,?,?,'tests performed'
Qatar,10/4/2021,236990,77,86,606,0,0.143,80869.496,26.275,29.346,206.789,0,0.049,0.81,?,?,?,?,?,?,?,?,2294273,20123,782.888,6.867,23468,8.008,?,?,'tests performed'
Qatar,10/5/2021,237048,58,80.857,606,0,0.143,80889.288,19.792,27.591,206.789,0,0.049,0.77,?,?,?,?,?,?,?,?,2317976,23703,790.977,8.088,23563,8.041,?,?,'tests performed'
Qatar,10/6/2021,237147,99,84.143,606,0,0.143,80923.07,33.782,28.713,206.789,0,0.049,0.84,?,?,?,?,?,?,?,?,2341418,23442,798.976,7.999,23119,7.889,?,?,'tests performed'
Qatar,10/7/2021,237225,78,83.143,607,1,0.143,80949.687,26.616,28.371,207.13,0.341,0.049,0.84,?,?,?,?,?,?,?,?,2364908,23490,806.992,8.016,23043,7.863,?,?,'tests performed'
Qatar,10/8/2021,237297,72,80.286,607,0,0.143,80974.256,24.569,27.396,207.13,0,0.049,0.84,?,?,?,?,?,?,?,?,2382785,17877,813.092,6.1,22234,7.587,?,?,'tests performed'
Qatar,10/9/2021,237359,62,75,607,0,0.143,80995.412,21.157,25.593,207.13,0,0.049,0.84,?,?,?,?,?,?,?,?,2401255,18470,819.394,6.303,21643,7.385,?,?,'tests performed'
Qatar,10/10/2021,237424,65,73,607,0,0.143,81017.593,22.18,24.91,207.13,0,0.049,0.86,?,?,?,?,?,?,?,?,2423902,22647,827.122,7.728,21393,7.3,?,?,'tests performed'
Qatar,10/11/2021,237483,59,70.429,607,0,0.143,81037.726,20.133,24.033,207.13,0,0.049,0.88,?,?,?,?,?,?,?,?,2445941,22039,834.643,7.52,21667,7.394,?,?,'tests performed'
Qatar,10/12/2021,237579,96,75.857,607,0,0.143,81070.484,32.759,25.885,207.13,0,0.049,0.96,?,?,?,?,?,?,?,?,2467545,21604,842.015,7.372,21367,7.291,?,?,'tests performed'
Qatar,10/13/2021,237662,83,73.571,607,0,0.143,81098.807,28.323,25.105,207.13,0,0.049,0.94,?,?,?,?,?,?,?,?,2489682,22137,849.569,7.554,21181,7.228,?,?,'tests performed'
Qatar,10/14/2021,237741,79,73.714,607,0,0,81125.765,26.958,25.154,207.13,0,0,0.92,?,?,?,?,?,?,?,?,2513681,23999,857.758,8.189,21253,7.252,?,?,'tests performed'
Qatar,10/15/2021,237798,57,71.571,608,1,0.143,81145.215,19.45,24.423,207.471,0.341,0.049,0.9,?,?,?,?,?,?,?,?,2532308,18627,864.114,6.356,21360,7.289,?,?,'tests performed'
Qatar,10/16/2021,237867,69,72.571,608,0,0.143,81168.76,23.545,24.764,207.471,0,0.049,0.93,?,?,?,?,?,?,?,?,2549706,17398,870.051,5.937,21207,7.237,?,?,'tests performed'
Qatar,10/17/2021,237929,62,72.143,608,0,0.143,81189.917,21.157,24.618,207.471,0,0.049,0.94,?,?,?,?,?,?,?,?,2568941,19235,876.615,6.564,20720,7.07,?,?,'tests performed'
Qatar,10/18/2021,237996,67,73.286,608,0,0.143,81212.78,22.863,25.008,207.471,0,0.049,0.97,?,?,?,?,?,?,?,?,2590137,21196,883.848,7.233,20599,7.029,?,?,'tests performed'
Qatar,10/19/2021,238079,83,71.429,608,0,0.143,81241.102,28.323,24.374,207.471,0,0.049,1.04,?,?,?,?,?,?,?,?,2611723,21586,891.214,7.366,20597,7.028,?,?,'tests performed'
Qatar,10/20/2021,238165,86,71.857,608,0,0.143,81270.449,29.346,24.52,207.471,0,0.049,1.1,?,?,?,?,?,?,?,?,2634030,22307,898.826,7.612,20621,7.037,?,?,'tests performed'
Qatar,10/21/2021,238271,106,75.714,608,0,0.143,81306.62,36.171,25.836,207.471,0,0.049,1.17,?,?,?,?,?,?,?,?,2654460,20430,905.797,6.971,20111,6.863,?,?,'tests performed'
Qatar,10/22/2021,238359,88,80.143,608,0,0,81336.648,30.029,27.348,207.471,0,0,1.15,?,?,?,?,?,?,?,?,2672326,17866,911.894,6.097,20003,6.826,?,?,'tests performed'
Qatar,10/23/2021,238436,77,81.286,608,0,0,81362.923,26.275,27.738,207.471,0,0,1.13,?,?,?,?,?,?,?,?,2690259,17933,918.013,6.119,20079,6.852,?,?,'tests performed'
Qatar,10/24/2021,238518,82,84.143,609,1,0.143,81390.905,27.981,28.713,207.813,0.341,0.049,1.17,?,?,?,?,?,?,?,?,2713337,23078,925.888,7.875,20628,7.039,?,?,'tests performed'
Qatar,10/25/2021,238640,122,92,609,0,0.143,81432.536,41.631,31.394,207.813,0,0.049,1.22,?,?,?,?,?,?,?,?,2735606,22269,933.487,7.599,20781,7.091,?,?,'tests performed'
Qatar,10/26/2021,238742,102,94.714,609,0,0.143,81467.342,34.806,32.32,207.813,0,0.049,1.17,?,?,?,?,?,?,?,?,2755146,19540,940.155,6.668,20489,6.992,?,?,'tests performed'
Qatar,10/27/2021,238845,103,97.143,609,0,0.143,81502.489,35.147,33.149,207.813,0,0.049,1.13,?,?,?,?,?,?,?,?,2782085,26939,949.347,9.193,21151,7.217,?,?,'tests performed'
Qatar,10/28/2021,238950,105,97,609,0,0.143,81538.319,35.83,33.1,207.813,0,0.049,1.13,?,?,?,?,?,?,?,?,2804084,21999,956.854,7.507,21375,7.294,?,?,'tests performed'
Qatar,10/29/2021,239051,101,98.857,610,1,0.286,81572.784,34.465,33.734,208.154,0.341,0.097,1.14,?,?,?,?,?,?,?,?,2824286,20202,963.748,6.894,21709,7.408,?,?,'tests performed'
Qatar,10/30/2021,239143,92,101,610,0,0.286,81604.177,31.394,34.465,208.154,0,0.097,1.14,?,?,?,?,?,?,?,?,2841924,17638,969.766,6.019,21666,7.393,?,?,'tests performed'
Qatar,10/31/2021,239247,104,104.143,610,0,0.143,81639.666,35.489,35.537,208.154,0,0.049,1.19,?,?,?,?,?,?,?,?,2865150,23226,977.692,7.926,21688,7.401,?,?,'tests performed'
Qatar,11/1/2021,239374,127,104.857,611,1,0.286,81683.003,43.337,35.781,208.495,0.341,0.097,1.21,?,?,?,?,?,?,?,?,2888431,23281,985.636,7.944,21832,7.45,?,?,'tests performed'
Qatar,11/2/2021,239508,134,109.429,611,0,0.286,81728.728,45.726,37.341,208.495,0,0.097,1.21,?,?,?,?,?,?,?,?,2911914,23483,993.65,8.013,22395,7.642,?,?,'tests performed'
Qatar,11/3/2021,239646,138,114.429,611,0,0.286,81775.819,47.091,39.047,208.495,0,0.097,1.18,?,?,?,?,?,?,?,?,2936412,24498,1002.009,8.36,22047,7.523,?,?,'tests performed'
Qatar,11/4/2021,239752,106,114.571,611,0,0.286,81811.99,36.171,39.096,208.495,0,0.097,1.12,?,?,?,?,?,?,?,?,2957921,21509,1009.349,7.34,21977,7.499,?,?,'tests performed'
Qatar,11/5/2021,239871,119,117.143,611,0,0.143,81852.597,40.607,39.973,208.495,0,0.049,1.13,?,?,?,?,?,?,?,?,2975688,17767,1015.412,6.063,21629,7.381,?,?,'tests performed'
Qatar,11/6/2021,239995,124,121.714,611,0,0.143,81894.91,42.313,41.533,208.495,0,0.049,1.14,?,?,?,?,?,?,?,?,2993590,17902,1021.52,6.109,21667,7.394,?,?,'tests performed'
Qatar,11/7/2021,240098,103,121.571,611,0,0.143,81930.058,35.147,41.485,208.495,0,0.049,1.14,?,?,?,?,?,?,?,?,3016859,23269,1029.461,7.94,21673,7.396,?,?,'tests performed'
Qatar,11/8/2021,240247,149,124.714,611,0,0,81980.902,50.844,42.557,208.495,0,0,1.18,?,?,?,?,?,?,?,?,3039739,22880,1037.268,7.807,21615,7.376,?,?,'tests performed'
Qatar,11/9/2021,240385,138,125.286,611,0,0,82027.992,47.091,42.752,208.495,0,0,1.19,?,?,?,?,?,?,?,?,3061915,22176,1044.835,7.567,21429,7.312,?,?,'tests performed'
Qatar,11/10/2021,240557,172,130.143,611,0,0,82086.685,58.693,44.409,208.495,0,0,1.2,?,?,?,?,?,?,?,?,3080666,18751,1051.234,6.399,20608,7.032,?,?,'tests performed'
Qatar,11/11/2021,240705,148,136.143,611,0,0,82137.188,50.503,46.457,208.495,0,0,1.15,?,?,?,?,?,?,?,?,3101925,21259,1058.488,7.254,20572,7.02,?,?,'tests performed'
Qatar,11/12/2021,240828,123,136.714,611,0,0,82179.16,41.972,46.652,208.495,0,0,1.09,?,?,?,?,?,?,?,?,3120814,18889,1064.934,6.446,20732,7.075,?,?,'tests performed'
Qatar,11/13/2021,240965,137,138.571,611,0,0,82225.909,46.749,47.286,208.495,0,0,1.08,?,?,?,?,?,?,?,?,3141910,21096,1072.132,7.199,21189,7.23,?,?,'tests performed'
Qatar,11/14/2021,241089,124,141.571,611,0,0,82268.222,42.313,48.309,208.495,0,0,1.07,?,?,?,?,?,?,?,?,3162441,20531,1079.138,7.006,20797,7.097,?,?,'tests performed'
Qatar,11/15/2021,241232,143,140.714,611,0,0,82317.019,48.797,48.017,208.495,0,0,1.06,?,?,?,?,?,?,?,?,3180556,18115,1085.32,6.181,20117,6.865,?,?,'tests performed'
Qatar,11/16/2021,241378,146,141.857,611,0,0,82366.84,49.82,48.407,208.495,0,0,1.07,?,?,?,?,?,?,?,?,3198225,17669,1091.349,6.029,19473,6.645,?,?,'tests performed'
Qatar,11/17/2021,241527,149,138.571,611,0,0,82417.684,50.844,47.286,208.495,0,0,1.06,?,?,?,?,?,?,?,?,3215186,16961,1097.137,5.788,19217,6.558,?,?,'tests performed'
Qatar,11/18/2021,241672,145,138.143,611,0,0,82467.163,49.479,47.139,208.495,0,0,1.07,?,?,?,?,?,?,?,?,3234369,19183,1103.683,6.546,18921,6.457,?,?,'tests performed'
Qatar,11/19/2021,241819,147,141.571,611,0,0,82517.325,50.162,48.309,208.495,0,0,1.07,?,?,?,?,?,?,?,?,3253070,18701,1110.064,6.381,18894,6.447,?,?,'tests performed'
Qatar,11/20/2021,241969,150,143.429,611,0,0,82568.51,51.185,48.943,208.495,0,0,1.05,?,?,?,?,?,?,?,?,3271795,18725,1116.454,6.39,18555,6.332,?,?,'tests performed'
Qatar,11/21/2021,242087,118,142.571,611,0,0,82608.776,40.266,48.65,208.495,0,0,1.02,?,?,?,?,?,?,?,?,3292805,21010,1123.623,7.169,18623,6.355,?,?,'tests performed'
Qatar,11/22/2021,242228,141,142.286,611,0,0,82656.89,48.114,48.553,208.495,0,0,1.01,?,?,?,?,?,?,?,?,3314283,21478,1130.952,7.329,19104,6.519,?,?,'tests performed'
Qatar,11/23/2021,242375,147,142.429,611,0,0,82707.052,50.162,48.602,208.495,0,0,1.02,?,?,?,?,?,?,?,?,3332878,18595,1137.298,6.345,19236,6.564,?,?,'tests performed'
Qatar,11/24/2021,242518,143,141.571,611,0,0,82755.848,48.797,48.309,208.495,0,0,1.03,?,?,?,?,?,?,?,?,3353466,20588,1144.323,7.025,19754,6.741,?,?,'tests performed'
