@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Bahrain,6/30/2021,265827,184,245.714,1352,1,3.143,152049.282,105.245,140.545,773.325,0.572,1.798,0.47,?,?,?,?,?,?,?,?,5026404,11403,2875.032,6.522,12634,7.226,0.0194,51.4,'units unclear'
Bahrain,7/1/2021,265975,148,224.286,1353,1,2.714,152133.936,84.654,128.288,773.897,0.572,1.553,0.47,?,?,?,?,?,?,?,?,5038697,12293,2882.063,7.031,12496,7.148,0.0179,55.7,'units unclear'
Bahrain,7/2/2021,266140,165,206.714,1356,3,3,152228.314,94.378,118.238,775.613,1.716,1.716,0.48,?,?,?,?,?,?,?,?,5052499,13802,2889.958,7.895,12630,7.224,0.0164,61.1,'units unclear'
Bahrain,7/3/2021,266286,146,184.429,1358,2,2.429,152311.824,83.51,105.491,776.757,1.144,1.389,0.49,?,?,?,?,?,?,?,?,5064945,12446,2897.077,7.119,12534,7.169,0.0147,68,'units unclear'
Bahrain,7/4/2021,266426,140,168.429,1360,2,2.143,152391.902,80.078,96.339,777.901,1.144,1.226,0.49,?,?,?,?,?,?,?,?,5077225,12280,2904.101,7.024,12405,7.095,0.0136,73.7,'units unclear'
Bahrain,7/5/2021,266557,131,154.286,1363,3,2.143,152466.832,74.93,88.249,779.617,1.716,1.226,0.5,?,?,?,?,?,?,?,?,5089411,12186,2911.071,6.97,12362,7.071,0.0125,80.1,'units unclear'
Bahrain,7/6/2021,266685,128,148.857,1366,3,2.143,152540.046,73.214,85.144,781.333,1.716,1.226,0.52,?,?,?,?,?,?,?,?,5100599,11188,2917.47,6.399,12228,6.994,0.0122,82.1,'units unclear'
Bahrain,7/7/2021,266797,112,138.571,1367,1,2.143,152604.109,64.062,79.261,781.905,0.572,1.226,0.53,?,?,?,?,?,?,?,?,5113519,12920,2924.861,7.39,12445,7.118,0.0111,89.8,'units unclear'
Bahrain,7/8/2021,266919,122,134.857,1371,4,2.571,152673.891,69.782,77.136,784.193,2.288,1.471,0.54,?,?,?,?,?,?,?,?,5124535,11016,2931.162,6.301,12263,7.014,0.011,90.9,'units unclear'
Bahrain,7/9/2021,267038,119,128.286,1374,3,2.571,152741.957,68.066,73.378,785.909,1.716,1.471,0.55,?,?,?,?,?,?,?,?,5137699,13164,2938.691,7.53,12171,6.962,0.0105,94.9,'units unclear'
Bahrain,7/10/2021,267112,74,118,1376,2,2.571,152784.284,42.327,67.494,787.053,1.144,1.471,0.57,?,?,?,?,?,?,?,?,5148255,10556,2944.729,6.038,11901,6.807,0.0099,100.9,'units unclear'
Bahrain,7/11/2021,267212,100,112.286,1377,1,2.429,152841.483,57.199,64.226,787.625,0.572,1.389,0.59,?,?,?,?,?,?,?,?,5159425,11170,2951.118,6.389,11743,6.717,0.0096,104.6,'units unclear'
Bahrain,7/12/2021,267324,112,109.571,1378,1,2.143,152905.545,64.062,62.673,788.197,0.572,1.226,0.61,?,?,?,?,?,?,?,?,5172292,12867,2958.478,7.36,11840,6.772,0.0093,108.1,'units unclear'
Bahrain,7/13/2021,267400,76,102.143,1378,0,1.714,152949.016,43.471,58.424,788.197,0,0.981,0.63,?,?,?,?,?,?,?,?,5186258,13966,2966.466,7.988,12237,6.999,0.0083,119.8,'units unclear'
Bahrain,7/14/2021,267505,105,101.143,1378,0,1.571,153009.075,60.059,57.852,788.197,0,0.899,0.66,?,?,?,?,?,?,?,?,5200739,14481,2974.749,8.283,12460,7.127,0.0081,123.2,'units unclear'
Bahrain,7/15/2021,267619,114,100,1379,1,1.143,153074.281,65.206,57.199,788.768,0.572,0.654,0.68,?,?,?,?,?,?,?,?,5216429,15690,2983.724,8.974,13128,7.509,0.0076,131.3,'units unclear'
Bahrain,7/16/2021,267727,108,98.429,1379,0,0.714,153136.055,61.774,56.3,788.768,0,0.409,0.7,?,?,?,?,?,?,?,?,5230560,14131,2991.806,8.083,13266,7.588,0.0074,134.8,'units unclear'
Bahrain,7/17/2021,267796,69,97.714,1380,1,0.571,153175.522,39.467,55.891,789.34,0.572,0.327,0.71,?,?,?,?,?,?,?,?,5245238,14678,3000.202,8.396,13855,7.925,0.0071,141.8,'units unclear'
Bahrain,7/18/2021,267882,86,95.714,1380,0,0.429,153224.713,49.191,54.747,789.34,0,0.245,0.73,?,?,?,?,?,?,?,?,5257729,12491,3007.347,7.145,14043,8.032,0.0068,146.7,'units unclear'
Bahrain,7/19/2021,267949,67,89.286,1380,0,0.286,153263.036,38.323,51.07,789.34,0,0.163,0.76,?,?,?,?,?,?,?,?,?,?,?,?,14205,8.125,0.0063,159.1,'units unclear'
Bahrain,7/20/2021,268027,78,89.571,1380,0,0.286,153307.651,44.615,51.234,789.34,0,0.163,0.79,?,?,?,?,?,?,?,?,5285722,?,3023.358,?,14209,8.127,0.0063,158.6,'units unclear'
Bahrain,7/21/2021,268092,65,83.857,1381,1,0.429,153344.83,37.179,47.965,789.912,0.572,0.245,0.83,?,?,?,?,?,?,?,?,?,?,?,?,13866,7.931,0.006,165.4,'units unclear'
Bahrain,7/22/2021,268225,133,86.571,1381,0,0.286,153420.904,76.074,49.518,789.912,0,0.163,0.87,?,?,?,?,?,?,?,?,?,?,?,?,13350,7.636,0.0065,154.2,'units unclear'
Bahrain,7/23/2021,268338,113,87.286,1381,0,0.286,153485.539,64.634,49.926,789.912,0,0.163,0.9,?,?,?,?,?,?,?,?,5321957,?,3044.084,?,13057,7.468,0.0067,149.6,'units unclear'
Bahrain,7/24/2021,268413,75,88.143,1382,1,0.286,153528.438,42.899,50.416,790.484,0.572,0.163,0.92,?,?,?,?,?,?,?,?,?,?,?,?,12970,7.419,0.0068,147.1,'units unclear'
Bahrain,7/25/2021,268541,128,94.143,1383,1,0.429,153601.652,73.214,53.848,791.056,0.572,0.245,0.95,?,?,?,?,?,?,?,?,?,?,?,?,13195,7.547,0.0071,140.2,'units unclear'
Bahrain,7/26/2021,268626,85,96.714,1383,0,0.429,153650.271,48.619,55.319,791.056,0,0.245,0.96,?,?,?,?,?,?,?,?,?,?,?,?,13206,7.554,0.0073,136.5,'units unclear'
Bahrain,7/27/2021,268731,105,100.571,1383,0,0.429,153710.329,60.059,57.525,791.056,0,0.245,0.98,?,?,?,?,?,?,?,?,5378237,?,3076.275,?,13216,7.559,0.0076,131.4,'units unclear'
Bahrain,7/28/2021,268846,115,107.714,1383,0,0.286,153776.108,65.778,61.611,791.056,0,0.163,1,?,?,?,?,?,?,?,?,?,?,?,?,13507,7.726,0.008,125.4,'units unclear'
Bahrain,7/29/2021,268974,128,107,1384,1,0.429,153849.322,73.214,61.202,791.628,0.572,0.245,1,?,?,?,?,?,?,?,?,?,?,?,?,13798,7.892,0.0078,129,'units unclear'
Bahrain,7/30/2021,269080,106,106,1384,0,0.429,153909.952,60.631,60.631,791.628,0,0.245,1.01,?,?,?,?,?,?,?,?,5420582,?,3100.496,?,14089,8.059,0.0075,132.9,'units unclear'
Bahrain,7/31/2021,269186,106,110.429,1384,0,0.286,153970.583,60.631,63.164,791.628,0,0.163,1.01,?,?,?,?,?,?,?,?,?,?,?,?,14137,8.086,0.0078,128,'units unclear'
Bahrain,8/1/2021,269303,117,108.857,1384,0,0.143,154037.505,66.922,62.265,791.628,0,0.082,1.01,?,?,?,?,?,?,?,?,?,?,?,?,14185,8.114,0.0077,130.3,'units unclear'
Bahrain,8/2/2021,269401,98,110.714,1384,0,0.143,154093.56,56.055,63.327,791.628,0,0.082,1.01,?,?,?,?,?,?,?,?,?,?,?,?,14233,8.141,0.0078,128.6,'units unclear'
Bahrain,8/3/2021,269495,94,109.143,1384,0,0.143,154147.326,53.767,62.428,791.628,0,0.082,1.01,?,?,?,?,?,?,?,?,5478201,?,3133.453,?,14281,8.169,0.0076,130.8,'units unclear'
Bahrain,8/4/2021,269617,122,110.143,1384,0,0.143,154217.109,69.782,63,791.628,0,0.082,1.02,?,?,?,?,?,?,?,?,?,?,?,?,14552,8.324,0.0076,132.1,'units unclear'
Bahrain,8/5/2021,269737,120,109,1384,0,0,154285.747,68.638,62.346,791.628,0,0,1.02,?,?,?,?,?,?,?,?,?,?,?,?,14824,8.479,0.0074,136,'units unclear'
Bahrain,8/6/2021,269848,111,109.714,1384,0,0,154349.237,63.49,62.755,791.628,0,0,1.03,?,?,?,?,?,?,?,?,5526251,?,3160.937,?,15096,8.635,0.0073,137.6,'units unclear'
Bahrain,8/7/2021,269949,101,109,1384,0,0,154407.008,57.771,62.346,791.628,0,0,1.03,?,?,?,?,?,?,?,?,5553728,27477,3176.654,15.716,16963,9.703,0.0064,155.6,'units unclear'
Bahrain,8/8/2021,270060,111,108.143,1384,0,0,154470.498,63.49,61.856,791.628,0,0,1.03,?,?,?,?,?,?,?,?,5570650,16922,3186.333,9.679,17323,9.909,0.0062,160.2,'units unclear'
Bahrain,8/9/2021,270161,101,108.571,1384,0,0,154528.269,57.771,62.101,791.628,0,0,1.04,?,?,?,?,?,?,?,?,5585146,14496,3194.624,8.292,17336,9.916,0.0063,159.7,'units unclear'
Bahrain,8/10/2021,270290,129,113.571,1384,0,0,154602.055,73.786,64.961,791.628,0,0,1.05,?,?,?,?,?,?,?,?,5599901,14755,3203.064,8.44,17386,9.945,0.0065,153.1,'units unclear'
Bahrain,8/11/2021,270451,161,119.143,1384,0,0,154694.145,92.09,68.148,791.628,0,0,1.05,?,?,?,?,?,?,?,?,?,?,?,?,16254,9.297,0.0073,136.4,'units unclear'
Bahrain,8/12/2021,270590,139,121.857,1384,0,0,154773.651,79.506,69.701,791.628,0,0,1.04,?,?,?,?,?,?,?,?,5616090,?,3212.324,?,15122,8.65,0.0081,124.1,'units unclear'
Bahrain,8/13/2021,270692,102,120.571,1384,0,0,154831.993,58.343,68.965,791.628,0,0,1.01,?,?,?,?,?,?,?,?,5631541,15451,3221.162,8.838,15041,8.603,0.008,124.7,'units unclear'
Bahrain,8/14/2021,270816,124,123.857,1384,0,0,154902.92,70.926,70.845,791.628,0,0,1,?,?,?,?,?,?,?,?,5645928,14387,3229.391,8.229,13171,7.534,0.0094,106.3,'units unclear'
Bahrain,8/15/2021,270919,103,122.714,1384,0,0,154961.834,58.915,70.191,791.628,0,0,0.98,?,?,?,?,?,?,?,?,?,?,?,?,13013,7.443,0.0094,106,'units unclear'
Bahrain,8/16/2021,271025,106,123.429,1384,0,0,155022.465,60.631,70.599,791.628,0,0,0.97,?,?,?,?,?,?,?,?,?,?,?,?,13202,7.551,0.0093,107,'units unclear'
Bahrain,8/17/2021,271130,105,120,1384,0,0,155082.523,60.059,68.638,791.628,0,0,0.96,?,?,?,?,?,?,?,?,5693371,?,3256.528,?,13353,7.638,0.009,111.3,'units unclear'
Bahrain,8/18/2021,271257,127,115.143,1385,1,0.143,155155.165,72.642,65.86,792.2,0.572,0.082,0.95,?,?,?,?,?,?,?,?,5722724,29353,3273.317,16.79,16390,9.375,0.007,142.3,'units unclear'
Bahrain,8/19/2021,271353,96,109,1385,0,0.143,155210.076,54.911,62.346,792.2,0,0.082,0.94,?,?,?,?,?,?,?,?,?,?,?,?,16160,9.243,0.0067,148.3,'units unclear'
Bahrain,8/20/2021,271432,79,105.714,1385,0,0.143,155255.263,45.187,60.467,792.2,0,0.082,0.93,?,?,?,?,?,?,?,?,5735703,?,3280.741,?,14880,8.511,0.0071,140.8,'units unclear'
Bahrain,8/21/2021,271534,102,102.571,1386,1,0.286,155313.606,58.343,58.669,792.772,0.572,0.163,0.94,?,?,?,?,?,?,?,?,5748703,13000,3288.177,7.436,14682,8.398,0.007,143.1,'units unclear'
Bahrain,8/22/2021,271631,97,101.714,1386,0,0.286,155369.088,55.483,58.179,792.772,0,0.163,0.94,?,?,?,?,?,?,?,?,?,?,?,?,14759,8.442,0.0069,145.1,'units unclear'
Bahrain,8/23/2021,271715,84,98.571,1387,1,0.429,155417.135,48.047,56.381,793.344,0.572,0.245,0.94,?,?,?,?,?,?,?,?,5781405,?,3306.882,?,14835,8.485,0.0066,150.5,'units unclear'
Bahrain,8/24/2021,271803,88,96.143,1387,0,0.429,155467.47,50.335,54.992,793.344,0,0.245,0.95,?,?,?,?,?,?,?,?,5814582,33177,3325.859,18.977,17316,9.905,0.0056,180.1,'units unclear'
Bahrain,8/25/2021,271933,130,96.571,1388,1,0.429,155541.828,74.358,55.237,793.916,0.572,0.245,0.97,?,?,?,?,?,?,?,?,5832213,17631,3335.943,10.085,15641,8.946,0.0062,162,'units unclear'
Bahrain,8/26/2021,272042,109,98.429,1388,0,0.429,155604.174,62.346,56.3,793.916,0,0.245,0.98,?,?,?,?,?,?,?,?,5850590,18377,3346.455,10.511,17340,9.918,0.0057,176.2,'units unclear'
Bahrain,8/27/2021,272148,106,102.286,1388,0,0.429,155664.805,60.631,58.506,793.916,0,0.245,0.97,?,?,?,?,?,?,?,?,5865829,15239,3355.171,8.716,18589,10.633,0.0055,181.7,'units unclear'
Bahrain,8/28/2021,272246,98,101.714,1388,0,0.286,155720.859,56.055,58.179,793.916,0,0.163,0.97,?,?,?,?,?,?,?,?,5882304,16475,3364.595,9.423,19086,10.917,0.0053,187.6,'units unclear'
Bahrain,8/29/2021,272341,95,101.429,1388,0,0.286,155775.198,54.339,58.016,793.916,0,0.163,0.96,?,?,?,?,?,?,?,?,5900926,18622,3375.246,10.652,19410,11.102,0.0052,191.4,'units unclear'
Bahrain,8/30/2021,272453,112,105.429,1388,0,0.143,155839.261,64.062,60.304,793.916,0,0.082,0.96,?,?,?,?,?,?,?,?,5916779,15853,3384.314,9.068,19339,11.062,0.0055,183.4,'units unclear'
Bahrain,8/31/2021,272540,87,105.286,1388,0,0.143,155889.023,49.763,60.222,793.916,0,0.082,0.96,?,?,?,?,?,?,?,?,5933836,17057,3394.07,9.756,17036,9.744,0.0062,161.8,'units unclear'
Bahrain,9/1/2021,272635,95,100.286,1388,0,0,155943.362,54.339,57.362,793.916,0,0,0.96,?,?,?,?,?,?,?,?,5951437,17601,3404.138,10.068,17032,9.742,0.0059,169.8,'units unclear'
Bahrain,9/2/2021,272709,74,95.286,1388,0,0,155985.689,42.327,54.502,793.916,0,0,0.96,?,?,?,?,?,?,?,?,5967724,16287,3413.454,9.316,16733,9.571,0.0057,175.6,'units unclear'
Bahrain,9/3/2021,272807,98,94.143,1388,0,0,156041.744,56.055,53.848,793.916,0,0,0.98,?,?,?,?,?,?,?,?,6004130,36406,3434.277,20.824,19757,11.301,0.0048,209.9,'units unclear'
Bahrain,9/4/2021,272916,109,95.714,1388,0,0,156104.09,62.346,54.747,793.916,0,0,0.99,?,?,?,?,?,?,?,?,6023709,19579,3445.476,11.199,20201,11.555,0.0047,211.1,'units unclear'
Bahrain,9/5/2021,273008,92,95.286,1388,0,0,156156.713,52.623,54.502,793.916,0,0,0.99,?,?,?,?,?,?,?,?,?,?,?,?,18850,10.782,0.0051,197.8,'units unclear'
Bahrain,9/6/2021,273113,105,94.286,1388,0,0,156216.771,60.059,53.93,793.916,0,0,1,?,?,?,?,?,?,?,?,6042041,?,3455.962,?,17895,10.236,0.0053,189.8,'units unclear'
Bahrain,9/7/2021,273252,139,101.714,1388,0,0,156296.277,79.506,58.179,793.916,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,17996,10.293,0.0057,176.9,'units unclear'
Bahrain,9/8/2021,273366,114,104.429,1388,0,0,156361.484,65.206,59.732,793.916,0,0,0.98,?,?,?,?,?,?,?,?,6077573,?,3476.286,?,18019,10.307,0.0058,172.5,'units unclear'
Bahrain,9/9/2021,273454,88,106.429,1388,0,0,156411.818,50.335,60.876,793.916,0,0,0.96,?,?,?,?,?,?,?,?,6096900,19327,3487.341,11.055,18454,10.555,0.0058,173.4,'units unclear'
